Beobachtung;Entwicklungsbereich;Teilbereich;Unterbereich;Ziel;Alter (Jahre);Aktivität/Impuls
Das Kind fragt, warum der Wind Bäume bewegt.;Natur und Technik;Natur;Wetterphänomene;Förderung des Verständnisses von Luftkräften;3+ Jahre;Windräder basteln, Beobachtungen im Garten, Windspiele aufhängen
Das Kind zeigt Interesse an Werkzeugen beim Bauen.;Natur und Technik;Technik;Werkzeugverständnis;Förderung von technischem Verständnis;5+ Jahre;Werkbank, echtes Werkzeug mit Betreuung, Werkzeuge sortieren
Das Kind will wissen, wie Strom funktioniert.;Natur und Technik;Technik;Elektrizität;Förderung des Interesses an Energie und Technik;6+ Jahre;Stromkreise basteln, Batterie-Experimente, LED-Karten bauen
Das Kind baut ein Auto aus Recyclingmaterialien.;Natur und Technik;Technik;Konstruktion;Förderung der Kreativität und technischen Planung;5+ Jahre;Fahrzeugwerkstatt, Rollspiel „Erfinder*innen“, Materialien-Check
Das Kind erkennt, dass Schnee schmilzt, wenn es wärmer wird.;Natur und Technik;Natur;Aggregatzustände;Förderung des Verständnisses für Naturprozesse;3+ Jahre;Schneewasserschalen, Temperatur-Messung, Eis-Experimente
Das Kind fragt, wie ein Regenbogen entsteht.;Natur und Technik;Natur;Lichtbrechung;Förderung der Neugier auf optische Naturphänomene;5+ Jahre;Wasserspritzer im Sonnenlicht, Prisma-Experiment, Regenbogen malen
Das Kind vergleicht Baumrinden und fragt nach den Unterschieden.;Natur und Technik;Natur;Botanik;Förderung von Naturbeobachtung und Strukturverständnis;4+ Jahre;Rindenabdrücke machen, Baumrinden-Memory, Park-Exkursion
Das Kind spielt mit verschiedenen Rutschenhöhen und bemerkt Unterschiede.;Natur und Technik;Technik;Bewegung und Geschwindigkeit;Förderung der technischen Erfahrung durch eigenes Tun;4+ Jahre;Rollbahnstation, „Welche ist schneller?“, Rutschentest
Das Kind fragt, warum die Tage im Winter kürzer sind.;Natur und Technik;Natur;Jahreszeiten und Erdbewegung;Förderung von Zeitbewusstsein und Naturverständnis;5+ Jahre;Sonnenstand-Tagebuch, Tageslichtuhr basteln, Gespräch über Jahreszeiten
Das Kind beobachtet den Aufbau eines Vogelnests.;Natur und Technik;Natur;Tierverhalten;Förderung der Naturbeobachtung und Achtung vor Tieren;4+ Jahre;Nestmodelle basteln, Doku anschauen, Vogelfutterstation bauen
Das Kind fragt, warum Blätter sich verfärben.;Natur und Technik;Natur;Pflanzenveränderung;Förderung des Verständnisses für Pflanzenkreisläufe;4+ Jahre;Blätter sammeln und pressen, Farbverlauf untersuchen, Blätterpuzzle
Das Kind bemerkt, dass nasser Sand sich anders anfühlt als trockener.;Natur und Technik;Natur;Materialverhalten;Förderung der haptischen und physikalischen Neugier;3+ Jahre;Sandkastenversuche, Matschtisch, Wasserspiele
Das Kind fragt, warum Flugzeuge fliegen können.;Natur und Technik;Technik;Aerodynamik;Förderung des technischen Verständnisses;6+ Jahre;Papierflieger-Wettbewerb, Luftstromversuche, Tragflächen vergleichen
Das Kind will wissen, warum die Erde bebt.;Natur und Technik;Natur;Naturkatastrophen;Förderung von naturwissenschaftlichem Weltverständnis;6+ Jahre;Erdbebensimulator (z.B. Wackelplatte), Globus-Modelle, Gespräch über Naturkräfte
Das Kind fragt, wie Schiffe schwimmen können.;Natur und Technik;Technik;Auftrieb;Förderung des physikalischen Verständnisses;5+ Jahre;Schiffchen bauen, Schwimmversuch mit verschiedenen Materialien, Wasserschale-Experiment
Das Kind beobachtet Insekten beim Pollensammeln.;Natur und Technik;Natur;Ökosystem;Förderung der Achtung vor kleinen Lebewesen und Kreisläufen;4+ Jahre;Insektenhotels bauen, Wiesenrundgang, Lupenbeobachtung
Das Kind interessiert sich für den Unterschied zwischen lebenden und toten Dingen.;Natur und Technik;Natur;Lebensmerkmale;Förderung der biologischen Grundbildung;5+ Jahre;Sortierspiele „lebendig oder nicht“, Bildkarten, Beobachtungen in der Natur
Das Kind spielt mit einem Pendel und beobachtet die Bewegung.;Natur und Technik;Technik;Schwung und Wiederholung;Förderung des physikalischen Denkens;5+ Jahre;Pendelstation, Schaukeln vergleichen, Metronom beobachten
Das Kind fragt, wie ein Wasserhahn funktioniert.;Natur und Technik;Technik;Alltagstechnik;Förderung des technischen Weltverständnisses;4+ Jahre;Wasserlauf verfolgen, Wasserleitung aus Schläuchen bauen, technische Zeichnungen
Das Kind untersucht, wie Pflanzen auf Licht reagieren.;Natur und Technik;Natur;Pflanzenphysiologie;Förderung von forschendem Lernen;5+ Jahre;Kressetest mit Licht/Schatten, Keimexperimente, Pflanzen beobachten
Das Kind fragt, warum es donnert.;Natur und Technik;Natur;Wettererscheinungen;Förderung des Naturverständnisses und Gesprächs über Ängste;4+ Jahre;Wettergeschichten, Donnersimulator (Trommel/Beutel), Blitz-Zeit-Experiment
Das Kind beobachtet, wie Regenwürmer sich im feuchten Boden bewegen.;Natur und Technik;Natur;Bodenleben;Förderung von Achtung vor kleinen Lebewesen und ökologischer Vielfalt;4+ Jahre;Beobachtung mit Lupe, Wurm-Terrarium bauen, Boden umgraben im Garten
Das Kind fragt, wie der Mond leuchtet, obwohl er keine Lampe hat.;Natur und Technik;Natur;Himmelsbeobachtung;Förderung des Interesses an Himmelsphänomenen und Lichtreflexion;5+ Jahre;Mond-Phasen basteln, Beobachtungsabend, Modell mit Taschenlampen
Das Kind erkennt Unterschiede zwischen Nadel- und Laubbäumen.;Natur und Technik;Natur;Baumartenkenntnis;Förderung der naturkundlichen Differenzierungsfähigkeit;4+ Jahre;Blatt-Memory, Waldspaziergang, Baumkarten erstellen
Das Kind interessiert sich für Schnecken und ihr Gehäuse.;Natur und Technik;Natur;Tierbeobachtung;Förderung der biologischen Beobachtung und Achtsamkeit;3+ Jahre;Schneckenterrarium, Lupe verwenden, Schneckenspiele im Garten
Das Kind fragt, warum Vögel in den Süden fliegen.;Natur und Technik;Natur;Tierverhalten und Jahreszeiten;Förderung des Verständnisses für saisonale Tierbewegungen;5+ Jahre;Weltkarte mit Flugrouten, Vogelgeschichten, Beobachtung mit Fernglas
Das Kind stellt fest, dass Wasser gefriert, wenn es kalt wird.;Natur und Technik;Natur;Aggregatzustände;Förderung von naturwissenschaftlichem Denken;3+ Jahre;Eiswürfel-Experiment, Wasserstation, Temperaturvergleich
Das Kind beobachtet, wie Pflanzen durch Fensterlicht wachsen.;Natur und Technik;Natur;Licht und Wachstum;Förderung naturkundlicher Beobachtungen;4+ Jahre;Fensterbank-Versuch, Pflanzen-Tagebuch, Sonnenstand beobachten
Das Kind möchte wissen, wie ein Kompass funktioniert.;Natur und Technik;Technik;Orientierung und Magnetismus;Förderung technischer Orientierung und Raumverständnis;6+ Jahre;Kompass basteln, Schatzsuche mit Karte, Nord-Süd-Spiel
Das Kind experimentiert mit schiefen Ebenen und rollenden Gegenständen.;Natur und Technik;Technik;Mechanik und Bewegung;Förderung des technischen Verständnisses durch Experimentieren;5+ Jahre;Kugelbahn, Autoversuche auf Rampe, Rennspiel
Das Kind fragt, wie ein Windrad Strom machen kann.;Natur und Technik;Technik;Energiegewinnung;Förderung des Verständnisses nachhaltiger Technik;6+ Jahre;Windrad bauen, Experiment mit Generator, Gespräch über erneuerbare Energien
Das Kind beobachtet Blätter bei Windbewegung und vergleicht ihre Formen.;Natur und Technik;Natur;Bewegung in der Natur;Förderung der Beobachtungsfähigkeit und Gestaltungsfreude;4+ Jahre;Blätter sammeln, aufkleben, mit Föhn experimentieren
Das Kind interessiert sich für Tierwohnungen im Garten.;Natur und Technik;Natur;Lebensräume;Förderung von ökologischem Verständnis;4+ Jahre;Insektenhotel bauen, Tierbeobachtung im Gebüsch, Bilderbuch „Wer wohnt wo?“
Das Kind fragt, warum Vulkane heiß sind.;Natur und Technik;Natur;Geologie;Förderung des Interesses an Naturkräften und Erdinnerem;6+ Jahre;Backpulver-Vulkan bauen, Bilderbuch „Unser Planet“, Erdschichten-Modell
Das Kind staunt über Seifenblasen und ihre Farben.;Natur und Technik;Natur;Lichtbrechung und Materialverhalten;Förderung der Freude an physikalischen Phänomenen;3+ Jahre;Seifenblasen-Station, Riesenblasen machen, Farben beobachten
Das Kind möchte ein Boot bauen, das schwimmt.;Natur und Technik;Technik;Auftrieb und Konstruktion;Förderung technischen Denkens und Kreativität;5+ Jahre;Papierschiffchen falten, Korkboote basteln, Belastung testen
Das Kind entdeckt Spinnenweben und vergleicht deren Muster.;Natur und Technik;Natur;Tierarchitektur;Förderung von Achtung vor Tierleistungen und Strukturverständnis;4+ Jahre;Spinnennetz zeichnen, Fotolupe verwenden, Geschichten zu Spinnen
Das Kind fragt, warum Batterien leer werden.;Natur und Technik;Technik;Energie und Speicher;Förderung technischen Grundverständnisses;6+ Jahre;Batterie-Experiment, Solarspielzeug ausprobieren, Stromkreise basteln
Das Kind fragt nach dem Geräusch von Donner und Blitz.;Natur und Technik;Natur;Wetter und Geräuschentwicklung;Förderung von naturwissenschaftlicher Erklärungskompetenz;4+ Jahre;Donner-Experiment mit Trommel, Gesprächsrunde, Geschichten
Das Kind interessiert sich für das Recycling von Materialien.;Natur und Technik;Technik;Nachhaltigkeit;Förderung von Umweltbewusstsein und Technikverständnis;5+ Jahre;Recycling-Station, Upcycling-Basteln, Müllsortierspiel
Das Kind verfolgt mit Neugier, wie sich Eis in der Sonne verändert.;Natur und Technik;Natur;Temperatur und Veränderung;Förderung des Beobachtens physikalischer Prozesse;3+ Jahre;Eisskulpturen beobachten, Temperaturvergleich, „Eis oder Wasser?“
Das Kind fragt, warum der Wind pfeift.;Natur und Technik;Natur;Luftströmung;Förderung des Verständnisses von Bewegung und Ton;4+ Jahre;Windspiel basteln, Pfeifversuche mit Röhren, Beobachtung bei Wind
Das Kind baut Türme aus verschiedenen Materialien und vergleicht die Stabilität.;Natur und Technik;Technik;Statik und Bauweise;Förderung des technischen Denkens;5+ Jahre;Turmbau-Challenge, Materialvergleich, Gespräch über Stabilität
Das Kind erkennt, dass die Sonne an unterschiedlichen Orten steht.;Natur und Technik;Natur;Sonnenstand und Tagesverlauf;Förderung von Raum- und Zeitverständnis;5+ Jahre;Schatten beobachten, Sonnenlauf malen, Tageslichtverlauf dokumentieren
Das Kind beobachtet, wie Tiere sich an kalte Temperaturen anpassen.;Natur und Technik;Natur;Anpassung an Umwelt;Förderung biologischen Verständnisses;4+ Jahre;Wintertiere suchen, Gespräch über Winterfell, Geschichten zum Winterschlaf
Das Kind fragt, warum manche Steine funkeln.;Natur und Technik;Natur;Gesteinskunde;Förderung des Interesses an Mineralien und Naturerscheinungen;5+ Jahre;Steinsuche, Stein-Mikroskopie, Gesteinsarten-Sortierbox
Das Kind bemerkt, dass sein Atem sichtbar wird, wenn es kalt ist.;Natur und Technik;Natur;Temperatur und Kondensation;Förderung naturwissenschaftlichen Denkens;4+ Jahre;Atem-Experimente, Spiegel anpusten, Kalt-Warm-Gespräch
Das Kind fragt, wie der Strom aus der Steckdose kommt.;Natur und Technik;Technik;Stromkreisläufe;Förderung technischen Grundverständnisses;6+ Jahre;Stromkreis bauen, Steckdosenbilder malen, Besuch eines Elektrikers
Das Kind entdeckt Muster in Baumrinden und fragt nach.;Natur und Technik;Natur;Naturstruktur;Förderung der Wahrnehmung natürlicher Ordnung;3+ Jahre;Baumrinden drucken, Baumarten erforschen, Rindenpuzzle
Das Kind fragt nach den Unterschieden zwischen Erde und Mond.;Natur und Technik;Natur;Himmelskunde;Förderung astronomischer Grundbildung;5+ Jahre;Erde-Mond-Vergleich mit Bällen, Geschichten von der Raumfahrt, Globusarbeit
Das Kind fragt, warum heiße Luft aufsteigt.;Natur und Technik;Natur;Thermik;Förderung physikalischen Verständnisses von Luftbewegung;6+ Jahre;Luftballonversuch mit Föhn, Teebeutelrakete, Wärmeluftspiel
